timestamp,epoch,client_id,rank1,mAP
2025-07-30 19:04:18,90,1,0.46666666865348816,0.42051749357658735
2025-07-30 19:04:26,90,2,0.5833333134651184,0.44942548153339795
2025-07-30 19:04:35,90,3,0.699999988079071,0.5472521368644434
2025-07-30 19:04:43,90,4,0.6166666746139526,0.4587318599554942
2025-07-30 19:30:54,95,0,0.699999988079071,0.5342974482144941
2025-07-30 19:31:02,95,1,0.550000011920929,0.4275984727012793
2025-07-30 19:31:11,95,2,0.6166666746139526,0.44699326645408216
2025-07-30 19:31:20,95,3,0.699999988079071,0.5443938678686866
2025-07-30 19:31:28,95,4,0.6000000238418579,0.4596944871121839
2025-07-30 19:57:42,100,0,0.6499999761581421,0.5234408047729435
2025-07-30 19:57:50,100,1,0.5,0.420620935809647
2025-07-30 19:57:58,100,2,0.6166666746139526,0.4308944849742418
2025-07-30 19:58:07,100,3,0.699999988079071,0.5447696127784393
2025-07-30 19:58:16,100,4,0.6000000238418579,0.458348108719707
